doc_id,status,model,temperature,案件金额_一审,金额类型_一审,金额依据_一审,案件类型_一审,具体案由_一审,是否涉及虚拟货币_一审,典型虚拟货币_一审,币种_一审,涉币活动类型_一审,法律定性_一审,财产属性_一审,直接合同效力_一审,间接合同效力_一审,无效/不保护理由_一审,引用法律_一审,监管政策_一审,政策标签_一审,司法裁判框架_一审,裁判结果摘要_一审,裁判理由摘要_一审,低置信字段_一审,案件金额_二审,金额类型_二审,金额依据_二审,案件类型_二审,具体案由_二审,是否涉及虚拟货币_二审,典型虚拟货币_二审,币种_二审,涉币活动类型_二审,法律定性_二审,财产属性_二审,直接合同效力_二审,间接合同效力_二审,无效/不保护理由_二审,引用法律_二审,监管政策_二审,政策标签_二审,司法裁判框架_二审,裁判结果摘要_二审,裁判理由摘要_二审,低置信字段_二审,二审处理结果,最终生效审级,最终采用字段后缀,裁判理由是否变化,裁判结果是否变化,是否仅程序性处理,一二审变化字段
b2e96c51-ba91-45a1-b5d8-ae0c000bc29b,ok,deepseek-v4-pro,0,,,,民事,供用电合同纠纷,true,是,"[""比特币""]","[""挖矿""]",供用电合同关系,[],,,[],"[""《最高人民法院关于适用<中华人民共和国民法典>时间效力的若干规定》第一条第二款"",""《中华人民共和国合同法》第六十条第一款"",""《中华人民共和国合同法》第一百七十六条"",""《中华人民共和国民事诉讼法》第一百四十二条""]",[],[],[],国网电力镇江公司于判决生效后十五日内为正洋公司恢复供电。,正洋公司户所欠缴电费系他人盗窃国家电力挖取比特币的犯罪行为所产生，与正洋公司无关，且刑事判决已责令退赔，故国网电力镇江公司以欠缴电费为由不予恢复供电无法律依据。,[],,,,民事,供用电合同纠纷,true,是,"[""比特币""]","[""挖矿""]",供用电合同关系,[],,,[],"[""《中华人民共和国合同法》第一百七十九条"",""《中华人民共和国民事诉讼法》第一百七十条第一款第一项""]",[],[],[],驳回上诉，维持原判。,正洋公司对盗窃行为造成的损失不存在过错，在履行供用电合同过程中不存在违约情形，一审法院判令恢复供电并无不当。,[],驳回上诉、维持原判,一审,_first_instance,false,false,false,[]
a6ce280b-f049-40e3-afab-ad1400e94ef0,ok,deepseek-v4-pro,0,40000,原告诉请本金,王某1向一审法院起诉请求：1.判令搜好车公司双倍返还购车定金2万元；2.判令搜好车公司退还预付购车款3万元,民事,买卖合同纠纷,false,否,[],[],买卖合同关系,[],有效,,[],"[""《中华人民共和国合同法》第四十九条"",""《中华人民共和国合同法》第一百一十五条"",""《中华人民共和国合同法》第一百一十六条""]",[],[],"[""合同有效"",""返还本金或原物"",""风险自担""]",退还预付购车款3万元，双倍返还定金2万元，驳回其他诉讼请求,合同有效，搜好车公司违约，应退还预付款并双倍返还定金,[],40000,原告诉请本金,搜好车公司上诉请求：撤销一审判决，驳回王某1的一审全部诉讼请求。一审判决涉及退还预付购车款3万元及双倍返还定金2万元，合计5万元，但二审争议金额仍围绕4万元本金,民事,买卖合同纠纷,false,否,[],[],买卖合同关系,[],有效,,[],"[""《中华人民共和国民事诉讼法》第一百六十九条"",""《中华人民共和国民事诉讼法》第一百七十条第一款第一项""]",[],[],"[""合同有效"",""返还本金或原物"",""风险自担""]",驳回上诉，维持原判,合同有效，搜好车公司违约，一审判决正确,[],驳回上诉、维持原判,一审,_first_instance,false,false,false,[]
84830798-8475-4da3-b428-ad1a00b8c4fe,ok,deepseek-v4-pro,0,45000,原告诉请本金,黄某1向一审法院起诉请求:1、请求判令林某1赔偿黄某1损失45000元,民事,合同纠纷,true,是,"[""AC3币"",""虚拟货币""]","[""买卖/兑换""]",合同纠纷,"[""不具有法偿性"",""非货币"",""不属于法定货币""]",未明确,,"[""非法金融活动""]",[],"[""中国人民银行等部门发布的通知、公告""]","[""2017九四公告""]","[""不受法律保护""]",驳回黄某1的诉讼请求。,虚拟货币不是真正意义上的货币，投资虚拟货币的行为不受法律保护，因此驳回诉讼请求。,[],45000,原告诉请本金,"黄某1上诉请求:撤销一审判决,改判林某1对黄某1承担违约责任,对合同约定的人民币45000元整承担返还或赔偿责任",民事,合同纠纷,true,是,"[""AC3虚拟货币"",""虚拟货币""]","[""买卖/兑换""]",合同纠纷,"[""不具有法偿性"",""非货币"",""不属于法定货币""]",无效,,"[""非法金融活动"",""扰乱金融秩序"",""扰乱货币秩序""]","[""《中华人民共和国合同法》第五十八条"",""《中华人民共和国民事诉讼法》第一百七十条第一款第二项""]","[""《关于防范代币发行融资风险的公告》""]","[""2017九四公告""]","[""合同无效"",""折价赔偿"",""扰乱金融秩序"",""扰乱货币秩序""]",撤销一审判决，林某1补偿黄某1损失22000元。,AC3虚拟货币交易平台属于代币发行融资活动，扰乱金融、货币稳定，应认定无效，根据过错程度酌定林某1承担50%的担保责任。,[],改判,二审,_second_instance,true,true,false,"[""direct_related_contract_validity"",""reasons_for_invalidity_or_no_protection"",""judicial_framing"",""outcome_summary"",""reasoning_summary""]"
fb8782f5-e4a0-4a9b-ba1d-acdb00c4fd45,ok,deepseek-v4-pro,0,16000,原告诉请本金,现代快报新媒体公司向一审法院提出诉讼请求：判令百度网讯公司赔偿其经济损失36000元，以及为制止侵权而发生的律师费等合理开支6000元。一审法院酌定百度网讯公司赔偿现代快报新媒体公司经济损失及制止侵权行为支出的合理费用共计16000元。,民事,侵害作品信息网络传播权纠纷,false,否,[],[],侵害作品信息网络传播权,[],,,[],"[""《中华人民共和国著作权法》第三条"",""《中华人民共和国著作权法》第十条"",""《中华人民共和国著作权法》第十一条"",""《中华人民共和国著作权法》第十六条"",""《最高人民法院关于审理著作权民事纠纷案件适用法律若干问题的解释》第七条"",""《中华人民共和国民事诉讼法》第六十四条第一款"",""《中华人民共和国民事诉讼法》第一百四十二条""]",[],[],[],百度网讯公司赔偿现代快报新媒体公司经济损失及合理费用共计16000元，驳回其他诉讼请求。,涉案文章构成作品，百度网讯公司未经许可在其运营的手机APP上使用涉案作品，侵犯信息网络传播权，应承担赔偿责任。,[],16000,原告诉请本金,二审维持一审判决，赔偿数额16000元。,民事,侵害作品信息网络传播权纠纷,false,否,[],[],侵害作品信息网络传播权,[],,,[],"[""《中华人民共和国民事诉讼法》第一百七十条第一款第一项"",""《最高人民法院关于适用〈中华人民共和国民事诉讼法〉的解释》第三百三十四条""]",[],[],[],驳回上诉，维持原判。,涉案文章具有独创性，构成作品；百度网讯公司直接提供了涉案作品，不适用避风港原则；一审酌定赔偿数额合理。,[],驳回上诉、维持原判,一审,_first_instance,false,false,false,[]
1373e723-24cd-4d84-9715-adb001758788,ok,deepseek-v4-pro,0,80000,借款本金,李某某起诉请求:1.判令曹某某、刘某2立即向李某某归还借款8万元,民事,民间借贷纠纷,true,否,[],[],民间借贷关系,[],,,[],"[""《中华人民共和国民法典》第六百七十五条"",""《中华人民共和国民法典》第六百七十九条"",""《中华人民共和国民法典》第六百八十条"",""《中华人民共和国民事诉讼法》第六十四条"",""《中华人民共和国民事诉讼法》第一百四十四条""]",[],[],[],曹某某归还借款本金8万元，驳回李某某其他诉讼请求,李某某提交的银行电子回单能够证实转款8万元，曹某某提供的证据不足以证实该款项系购买虚拟货币，借贷关系成立,[],80000,借款本金,"曹某某上诉请求:1.撤销一审判决,改判驳回李某某的全部诉讼请求",民事,民间借贷纠纷,true,否,[],[],民间借贷关系,[],,,[],"[""《最高人民法院关于审理民间借贷案件适用法律若干问题的规定》第十六条"",""《中华人民共和国民事诉讼法》第一百七十条第一款第一项"",""《最高人民法院关于适用<中华人民共和国民事诉讼法>的解释》第三百三十四条""]",[],[],[],驳回上诉，维持原判,曹某某未能提供证据证明其主张，应承担举证不能的法律后果，一审判决并无不当,[],驳回上诉、维持原判,一审,_first_instance,false,false,false,[]
8ff1a586-67ed-4c4d-a33c-ad5d0118ba64,ok,deepseek-v4-pro,0,350000,投资款,原告张晓玲通过银行转账及微信转账的形式，分6笔向被告张某某共计转账35万元,民事,委托合同纠纷,true,是,"[""usdt""]","[""委托理财/代投""]",委托合同关系,[],,,[],"[""《最高人民法院关于适用〈中华人民共和国民法典〉时间效力的若干规定》第一条"",""《中华人民共和国合同法》第六十条"",""《中华人民共和国合同法》第一百零七条"",""《中华人民共和国合同法》第四百一十条"",""《中华人民共和国民事诉讼法》第六十四条""]",[],[],"[""风险自担""]",驳回原告刘某某的诉讼请求,双方成立委托合同关系，被告已明确说明投资风险，原告作为完全民事行为能力人应认识风险；双方未经过盈亏结算，原告请求全额退还剩余投资款于法无据,[],350000,投资款,原告张晓玲通过银行转账及微信转账的形式，分6笔向被告张某某共计转账35万元,民事,委托合同纠纷,true,是,"[""usdt""]","[""委托理财/代投""]",委托合同关系,[],,,[],"[""《中华人民共和国民事诉讼法》第一百七十条第一款第(一)项""]",[],[],"[""风险自担""]",驳回上诉，维持原判,双方成立委托合同关系，刘某某以不当得利为由要求全额退还剩余投资款依据不足；张某某作为受托方应及时说明投资情况并进行盈亏结算，若无法达成一致，刘某某可依据委托合同关系另行主张,[],驳回上诉、维持原判,一审,_first_instance,false,false,false,[]
384eaaef-d66f-4b3e-9417-ae0f002ff220,ok,deepseek-v4-pro,0,106000,借款本金,杨某某向一审法院起诉请求:1、郭某某立即归还借款本金106000元,民事,民间借贷纠纷,false,否,[],[],民间借贷关系,[],,,[],"[""《中华人民共和国民法典》第六百七十五条"",""《中华人民共和国民法典》第六百七十六条"",""《最高人民法院关于民间借贷案件适用法律若干问题的相关规定》第二十八条""]",[],[],[],郭某某给付杨某某借款本金106000元及利息,郭某某借杨某某106000元，有微信转账记录及借条证实，郭某某辩称借条系威逼所写、微信转款为投资款证据不足，不予采信,[],106000,借款本金,郭某某上诉请求:撤销民事判决;二审判决变更一审判决第一项为:郭某某于本判决生效后十日之内给付杨某某借款本金106000元及逾期还款利息,民事,民间借贷纠纷,false,否,[],[],民间借贷关系,[],,,[],"[""《最高人民法院关于适用〈中华人民共和国民事诉讼法〉的解释》第九十条"",""《最高人民法院关于审理民间借贷案件适用法律若干问题的规定》(2020年12月23日修正)第二十八条第二款第一项"",""《中华人民共和国民事诉讼法》第一百七十条第一款第一项、第二项""]",[],[],[],维持一审判决第二项，变更第一项为郭某某给付杨某某借款本金106000元及逾期还款利息（自2021年4月2日起按年利率3.85%计算）,杨某某提交的微信转账记录及借条足以证实借贷关系，郭某某上诉主张款项为代购虚拟货币但证据不足；一审判决未注明利率不当，予以纠正,[],部分改判,二审,_second_instance,false,true,false,"[""outcome_summary""]"
2fe0a7f1-176f-4660-af0f-add400f7f006,ok,deepseek-v4-pro,0,50000,投资款,原告刘某2通过微信转账，分3次将50000元转给被告和某某,民事,合伙合同纠纷,false,否,[],[],合伙合同关系,[],,,[],"[""《中华人民共和国民法通则》第三十条"",""《最高人民法院关于适用<中华人民共和国民法典>时间效力的若干规定》第一条"",""《中华人民共和国民事诉讼法》第三十一条"",""《中华人民共和国民事诉讼法》第六十四条"",""《最高人民法院关于适用<中华人民共和国民事诉讼法>的解释》第九十条""]",[],[],[],驳回原告刘某2的诉讼请求。,原告与被告之间为合伙合同关系，原告要求被告退还投资款，但未提供合伙终止后的亏损数额及亏损负担等证据，且原告不认可被告的承诺书，合伙成员还涉及其他合伙人，故诉讼请求无相应证据予以证明，依法应予驳回。,[],32460,返还本金,被上诉人和某某于本判决生效之日起十日内返还上诉人刘某2出资款32460元,民事,合伙合同纠纷,false,否,[],[],合伙合同关系,[],,,[],"[""《中华人民共和国民法典》第一百七十六条"",""《中华人民共和国民法典》第五百零九条第一款"",""《中华人民共和国民事诉讼法》第一百七十条第一款第(二)项""]",[],[],[],撤销一审判决，改判被上诉人和某某返还上诉人刘某2出资款32460元，驳回其他诉讼请求。,双方成立事实上的个人合伙关系，被上诉人出具的《承诺书》应作为合伙终止后的结算，被上诉人应当按照《承诺书》约定返还32460元；上诉人主张的利息无法律依据，不予支持。,[],改判,二审,_second_instance,true,true,false,"[""case_amount"",""case_amount_type"",""outcome_summary"",""reasoning_summary"",""cited_laws""]"
8d561d44-7193-4ae8-9b0e-ad2100ad2084,ok,deepseek-v4-pro,0,402391,原告诉请本金,俞某某向一审法院起诉请求：1.判令程某某、某公司共同返还俞某某404513.3元；审理中，俞某某自愿将诉讼请求中的标的变更为402391元。,民事,不当得利纠纷,true,是,"[""陌陌币""]","[""买卖/兑换""]",赠与合同关系,[],无效,,"[""违背公序良俗"",""非法债务""]","[""《中华人民共和国民法总则》第八条"",""《最高人民法院关于适用〈中华人民共和国婚姻法〉若干问题的解释(一)》第十七条"",""《中华人民共和国民事诉讼法》第六十四条"",""《中华人民共和国民事诉讼法》第一百四十四条""]",[],[],"[""合同无效"",""返还本金或原物"",""违背公序良俗""]",程某某、某公司共同返还俞某某201195.5元，驳回其他诉讼请求。,柴营怠打赏行为系赠与，非法处置夫妻共同财产且违背公序良俗，无效，程某某、某公司应返还。,[],3437708,其他,二审中，俞某某降低主张为柴营怠打赏给程某某3437708个陌陌币所对应的现金价值。,民事,网络服务合同纠纷,true,是,"[""陌陌币""]","[""买卖/兑换""]",网络服务合同关系,[],有效,,[],"[""《中华人民共和国合同法》第八条"",""《中华人民共和国婚姻法》第十七条"",""《最高人民法院关于适用<中华人民共和国婚姻法>若干问题的解释(一)》第十七条"",""《中华人民共和国民事诉讼法》第六十四条第一款"",""《中华人民共和国民事诉讼法》第一百七十条第一款第(二)项""]",[],[],"[""风险自担""]",撤销一审判决，驳回俞某某的全部诉讼请求。,打赏行为系网络消费行为，非赠与；俞某某不能证明不正当关系，且对柴营怠消费行为放任，程某某、某公司无需返还。,[],改判,二审,_second_instance,true,true,false,"[""case_type_secondary"",""legal_characterization"",""direct_related_contract_validity"",""reasons_for_invalidity_or_no_protection"",""judicial_framing"",""outcome_summary"",""reasoning_summary""]"
8f014a5c-da66-45be-ad3f-acec00a26db0,ok,deepseek-v4-pro,0,1000000,原告诉请本金,谢某某向一审法院起诉请求：1、万某某向谢某某支付股权回购款1000000元,民事,股权转让纠纷,true,是,"[""AFT数字资产""]","[""买卖/兑换""]",股权转让合同关系,"[""未明确""]",有效,,[],"[""《中华人民共和国合同法》第五十二条"",""《中华人民共和国民事诉讼法》第六十四条""]",[],[],"[""合同有效"",""返还本金或原物""]",驳回谢某某的全部诉讼请求,50万元为出资款不符合回购条件；双方就以AFT数字资产抵股权回购款达成合意，该合意有效，万某某已足额交付AFT，故不支持谢某某的诉讼请求,[],1000000,原告诉请本金,谢某某上诉请求：1.撤销民事判决，改判支持谢某某全部诉讼请求（包括支付股权回购款1000000元）,民事,股权转让纠纷,true,是,"[""AFT数字资产""]","[""买卖/兑换""]",股权转让合同关系,[],有效,,[],"[""《中华人民共和国民事诉讼法》第一百七十条第一款第（一）项""]",[],[],"[""合同有效"",""返还本金或原物""]",驳回上诉，维持原判,案涉协议有效；万某某已以AFT数字资产抵偿债务，谢某某未能证明差额补足义务，故上诉理由不成立,[],驳回上诉、维持原判,一审,_first_instance,false,false,false,[]
e5a30a38-b027-4cfa-8d64-af02016ed07f,ok,deepseek-v4-pro,0,104000,原告诉请本金,赵某1向一审法院起诉请求:1.判令刘某某偿还赵某1欠款104000元,民事,合同纠纷,true,是,"[""虚拟币""]","[""委托理财/代投""]",委托理财合同关系,[],未明确,,[],"[""《中华人民共和国民法典》第十七条"",""《中华人民共和国民法典》第十八条"",""《中华人民共和国民法典》第一百七十六条""]",[],[],"[""风险自担""]",驳回赵某1的诉讼请求。,投资风险由投资人自行承担，刘某某已履行保本承诺，赵某1的诉讼请求缺乏事实及法律依据。,[],17629.36,返还本金,刘某某还应向赵某1支付的金额为136500元-118870.64元=17629.36元,民事,合同纠纷,true,是,"[""虚拟币""]","[""委托理财/代投""]",委托理财合同关系,[],有效,,[],"[""《中华人民共和国民法典》第七条"",""《中华人民共和国民事诉讼法》第一百七十条第二款第一项""]",[],[],"[""返还本金或原物""]",撤销一审判决，改判刘某某支付赵某117629.36元及利息。,刘某某受赵某1委托理财，承诺保本10.4万元，应恪守承诺。根据双方对账，刘某某还应支付17629.36元。,[],改判,二审,_second_instance,true,true,false,"[""case_amount"",""case_amount_type"",""direct_related_contract_validity"",""judicial_framing"",""outcome_summary"",""reasoning_summary""]"
7910d82b-c61f-4c89-abcc-ac0800ad532d,ok,deepseek-v4-pro,0,,,,民事,网络服务合同纠纷,false,否,[],[],网络服务合同关系,[],,,[],"[""《中华人民共和国合同法》第八条"",""《中华人民共和国民事诉讼法》第六十四条""]",[],[],[],驳回郝某某的全部诉讼请求。,淘宝公司根据大数据技术对郝某某的淘宝账户采取市场管控措施具有合同依据和事实依据，郝某某的申诉不成立，处罚措施符合合同约定。,[],,,,民事,网络服务合同纠纷,false,否,[],[],网络服务合同关系,[],,,[],"[""《中华人民共和国民事诉讼法》第一百七十条第一款第一项""]",[],[],[],驳回上诉，维持原判。,郝某某销售案涉商品的行为侵犯了EA的知识产权，交易流程存在安全风险，淘宝公司认定其危及交易安全并冻结账户符合合同约定。,[],驳回上诉、维持原判,一审,_first_instance,false,false,false,[]
284e388f-29fb-482a-9cfa-addc0114e97a,ok,deepseek-v4-pro,0,1000000,原告诉请本金,原告向一审法院提出诉讼请求：2、判令被告向原告支付违约金1000000元,民事,合同纠纷,false,否,[],[],合同纠纷,[],有效,,[],"[""《中华人民共和国合同法》第六十条"",""《中华人民共和国合同法》第一百零七条"",""《中华人民共和国民事诉讼法》第一百四十四条""]",[],[],"[""合同有效"",""违约金""]",被告陈琳支付原告浙江星娱文化传媒有限责任公司违约金80000元，驳回其他诉讼请求。,《合作协议》合法有效，被告擅自停播构成违约，违约金调整为80000元。,[],1000000,原告诉请本金,上诉人陈琳上诉请求：一、撤销原判，依法改判驳回被上诉人的诉讼请求；被上诉人浙江星娱文化传媒有限责任公司答辩称，恳请二审法院驳回上诉，维持原判。二审未改变一审诉请金额。,民事,合同纠纷,false,否,[],[],合同纠纷,[],有效,,[],"[""《中华人民共和国民事诉讼法》第一百七十条第一款第(一)项""]",[],[],"[""合同有效"",""违约金""]",驳回上诉，维持原判。,双方为合同关系而非劳动关系，上诉人擅自停播违约，一审酌定违约金80000元并无不当。,[],驳回上诉、维持原判,一审,_first_instance,false,false,false,[]
65d23522-dd84-4bbc-a501-ace800e442e7,ok,deepseek-v4-pro,0,44000,原告诉请本金,孙某某向一审法院提起诉讼请求:判令余某某返还孙某某不当得利款项4.4万元,民事,不当得利纠纷,true,否,[],[],不当得利,[],,,[],"[""《中华人民共和国民法总则》第一百二十二条"",""《中华人民共和国民事诉讼法》第六十四条"",""《中华人民共和国民事诉讼法》第一百四十二条"",""《最高人民法院关于适用〈中华人民共和国民事诉讼法〉的解释》第九十条第二款""]",[],[],"[""返还本金或原物""]",余某某返还孙某某4.4万元，驳回孙某某其他诉讼请求,余某某取得4.4万元无法律依据，构成不当得利，应予返还,[],44000,原告诉请本金,"余某某上诉请求:撤销原判,改判驳回孙某某的全部诉讼请求或裁定发回重审。孙某某向一审法院提起诉讼请求:判令余某某返还孙某某不当得利款项4.4万元",民事,不当得利纠纷,true,否,[],[],不当得利,[],,,[],"[""《中华人民共和国民事诉讼法》第一百七十条第一款第二项""]",[],[],"[""请求权基础不成立""]",撤销一审判决，驳回孙某某的诉讼请求,孙某某支付款项时双方具有清晰而真实的意思表示，该款项的支付是双方就民间借贷或其他某种民事法律关系协商一致的结果，不符合不当得利的构成要件,[],改判,二审,_second_instance,true,true,false,"[""legal_characterization"",""judicial_framing"",""outcome_summary"",""reasoning_summary""]"
78bfeedd-cd97-4e8b-a8f6-ae0f00dccd87,ok,deepseek-v4-pro,0,281698.5,原告诉请本金,刘某1向一审法院起诉请求：1、判令被告向原告返还人民币281698.5元,民事,合同纠纷,true,是,"[""yec""]","[""买卖/兑换""]",委托合同关系,[],,,[],"[""《最高人民法院关于适用〈中华人民共和国民法典〉时间效力的若干规定》第一条第二款"",""《中华人民共和国合同法》第九十二条"",""《中华人民共和国合同法》第九十八条"",""《中华人民共和国合同法》第三百九十六条"",""《中华人民共和国民事诉讼法》第六十四条""]",[],[],"[""返还本金或原物""]",被告符某某返还原告刘某1104148.5元，驳回其他诉讼请求。,原被告之间为委托合同关系，原告多给付了被告104148.5元，被告应予返还。,[],281698.5,原告诉请本金,刘某1上诉请求：1、撤销湖南省XXX人民法院民事判决，依法改判支持上诉人的全部诉讼请求（即返还281698.5元）,民事,合同纠纷,true,是,"[""yec""]","[""买卖/兑换""]",委托合同关系,[],,,[],"[""《中华人民共和国合同法》第六十条"",""《中华人民共和国合同法》第三百九十六条"",""《中华人民共和国民事诉讼法》第六十四条"",""《中华人民共和国民事诉讼法》第一百七十条第一款第（二）项""]",[],[],"[""证据不足""]",撤销一审判决，驳回刘某1的诉讼请求。,刘某1主张交付黄金实物的证据不足，且与生效判决认定的事实不符，故驳回其诉讼请求。,[],改判,二审,_second_instance,true,true,false,"[""case_amount"",""outcome_summary"",""reasoning_summary"",""judicial_framing""]"
1dca5c80-eecc-4020-b3b7-ad5800cecd24,ok,deepseek-v4-pro,0,10000,借款本金,尹某某向一审法院起诉请求:1.判令葛某某偿还尹某某借款10000元及利息5292元,民事,民间借贷纠纷,false,否,[],[],民间借贷关系,[],,,[],"[""《中华人民共和国民法典》第六百六十七条"",""《中华人民共和国民法典》第一千零六十四条"",""《中华人民共和国民事诉讼法》第一百四十二条""]",[],[],[],葛某某偿还尹某某借款本金10000元及利息,借贷关系事实清楚，葛某某未履行还款责任，借款不属于夫妻共同债务,[],10000,借款本金,"葛某某上诉请求:1.撤销一审判决,依法改判葛某某无需支付借款本金10000元及利息",民事,民间借贷纠纷,false,否,[],[],民间借贷关系,[],,,[],"[""《中华人民共和国民法典》第一千零六十四条"",""《中华人民共和国民事诉讼法》第一百七十条第一款第一项""]",[],[],[],驳回上诉，维持原判,借款不属于夫妻共同债务，应由葛某某个人偿还，一审判决正确,[],驳回上诉、维持原判,一审,_first_instance,false,false,false,[]
a6ff2e42-4082-46eb-9560-ae17000340b4,ok,deepseek-v4-pro,0,4290,原告诉请本金,汪某某向一审法院起诉请求：2.判决米聊公司、米聊厦门分公司赔偿汪某某在“昆仑情缘”游戏中投入的充值费用4290元,民事,合同纠纷,false,否,[],[],游戏服务合同关系,[],有效,,[],"[""《中华人民共和国合同法》第六十条第一款"",""《中华人民共和国合同法》第一百零七条"",""《中华人民共和国民事诉讼法》第六十四条第一款"",""《中华人民共和国民事诉讼法》第一百四十四条""]",[],[],"[""合同有效"",""返还本金或原物""]",部分支持原告诉讼请求，判决米聊公司退还225元并支付公告费300元，驳回其他诉讼请求。,游戏服务合同合法有效，米聊公司依约终止游戏运营未违约，但应退还未消费的虚拟货币折价款225元；米聊厦门分公司未与汪某某建立合同关系，不承担责任。,[],4290,原告诉请本金,汪某某上诉请求：2.米聊公司、米聊厦门分公司赔偿汪某某在“昆仑情缘”游戏中投入的充值费用4290元,民事,合同纠纷,false,否,[],[],游戏服务合同关系,[],有效,,[],"[""《中华人民共和国民事诉讼法》第一百七十条第一款第一项""]",[],[],"[""合同有效"",""返还本金或原物""]",驳回上诉，维持原判。,合同有效，米聊公司终止运营未违约，应退还未消费虚拟货币折价款225元；米聊厦门分公司不承担责任；汪某某其他请求缺乏依据。,[],驳回上诉、维持原判,一审,_first_instance,false,false,false,[]
b018192d-6649-4b81-928a-acfc01804a76,ok,deepseek-v4-pro,0,13750,原告诉请本金,"张某2、王某某向一审法院起诉请求：...张某1将不当利益10,000元返还给王某某...张某1将不当利益3,750元返还给张某2...共花费13,750元",民事,不当得利纠纷,true,是,"[""银果""]","[""买卖/兑换""]",不当得利,"[""特定虚拟商品"",""不具有法偿性"",""非货币"",""不属于法定货币""]",未明确,,"[""非法金融活动"",""投资风险自担""]","[""《中华人民共和国民法总则》第三条"",""《中华人民共和国民法总则》第八条"",""《中华人民共和国民事诉讼法》第六十四条"",""《最高人民法院关于适用〈中华人民共和国民事诉讼法〉的解释》第九十条""]","[""《关于防范代币发行融资风险的公告》""]","[""2017九四公告""]","[""不受法律保护"",""风险自担""]",驳回张某2、王某某的全部诉讼请求。,涉案“银果”系虚拟货币，买卖行为不受法律保护，投资风险由原告自行承担。,[],13750,原告诉请本金,张某2、王某某上诉请求：撤销一审判决，发回重审或支持张某2、王某某的诉讼请求。,民事,不当得利纠纷,true,是,"[""银果""]","[""买卖/兑换""]",不当得利,[],,,[],"[""《中华人民共和国民事诉讼法》第一百七十条第一款第一项""]",[],[],"[""风险自担""]",驳回上诉，维持原判。,案涉交易系双方真实意思表示，张某1付出对价，损失系麦点商城关闭造成，不能由张某1承担。,[],驳回上诉、维持原判,一审,_first_instance,true,false,false,"[""reasoning_summary"",""judicial_framing"",""reasons_for_invalidity_or_no_protection""]"
27d60a20-1b13-4cc9-9022-ae9f009cdc28,ok,deepseek-v4-pro,0,550000,原告诉请本金,洪某某向一审法院起诉请求:1.判令王某某、黄某某共同向洪某某偿还借款本金55万元及利息,民事,民间借贷纠纷,true,是,"[""DEC币""]","[""买卖/兑换""]",民间借贷关系,[],,,[],"[""《中华人民共和国合同法》第一百九十六条"",""《最高人民法院关于审理民间借贷案件适用法律若干问题的规定》第二条第一款"",""《最高人民法院关于审理民间借贷案件适用法律若干问题的规定》第十六条"",""《中华人民共和国民事诉讼法》第六十四条第一款""]",[],[],"[""证据不足""]",驳回洪某某的全部诉讼请求。,洪某某未能证明与王某某、黄某某就案涉款项存在借贷合意，应承担举证不能的不利后果。,[],550000,原告诉请本金,"洪某某上诉请求:一、请求撤销一审判决,发回重审或依法改判王某某、黄某某共同向洪某某偿还借款本金人民币550000元",民事,民间借贷纠纷,true,是,"[""DEC币""]","[""买卖/兑换""]",民间借贷关系,[],,,[],"[""《中华人民共和国民事诉讼法》第一百七十条第一款第一项""]",[],[],"[""证据不足""]",驳回上诉，维持原判。,案涉款项转账前后，双方谈及的是购买虚拟货币事宜，洪某某未能充分证明借贷合意，一审判决正确。,[],驳回上诉、维持原判,一审,_first_instance,false,false,false,[]
0f1dc40e-da84-42a0-85e1-aec3009bae76,ok,deepseek-v4-pro,0,192000,原告诉请本金,杜某某向一审法院提出诉讼请求：1.判令自起诉日起解除双方间的托管合同；2.判令袁某某返还192000元。,民事,合同纠纷,true,是,"[""PMD币"",""比特币""]","[""挖矿"",""买卖/兑换""]",合同纠纷,"[""虚拟商品"",""不具有法偿性"",""非货币"",""不属于法定货币""]",无效,,"[""违背公序良俗""]","[""《中华人民共和国民法总则》第八条"",""《中华人民共和国合同法》第五十二条第四项"",""《中华人民共和国合同法》第五十八条"",""《中华人民共和国民事诉讼法》第六十四条第一款""]","[""《关于防范比特币风险的通知》""]","[""2013五部委通知""]","[""不受法律保护"",""合同无效"",""返还本金或原物"",""违背公序良俗""]",袁某某返还杜某某149879.4元，驳回其他诉讼请求。,虚拟矿机及PMD币为虚拟商品，交易不受法律保护，合同因标的物不合法、损害社会公共利益而无效，应返还财产。,[],192000,原告诉请本金,袁某某上诉请求：1、依法撤销一审判决第一项，改判驳回杜某某的诉讼请求；2、本案一审、二审的诉讼费由杜某某承担。事实与理由：...杜某某向一审法院提出诉讼请求：1.判令自起诉日起解除双方间的托管合同；2.判令袁某某返还192000元。,民事,合同纠纷,true,是,"[""PMD币""]","[""挖矿"",""买卖/兑换""]",合同纠纷,"[""虚拟商品""]",无效,,"[""违背公序良俗""]","[""《中华人民共和国民事诉讼法》第一百七十条第一款第一项""]",[],[],"[""不受法律保护"",""合同无效"",""返还本金或原物"",""违背公序良俗""]",驳回上诉，维持原判。,一审认定合同无效并无不当，袁某某证据不足，合同无效后应返还财产。,[],驳回上诉、维持原判,一审,_first_instance,false,false,false,[]
